MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195209,  1927, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195210,   174, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195211,   592, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195212,     0, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195304,    47, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195305,   137, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195306,  1707, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195307,   951, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195308,  1150, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195309,  1764, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195310,  1532, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195311,   354, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195312,     0, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195402,   135, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195403,    44, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195404,   315, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195405,  1638, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195406,  2931, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195407,  1913, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195408,  1704, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195409,  2055, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195410,  1478, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195411,   451, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195412,     0, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195501,    10, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195502,     0, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195503,     0, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195504,   106, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195505,   992, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195506,  1505, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195507,  2663, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195508,  3438, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195509,  3585, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195510,   766, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195511,   223, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195512,   254, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195601,   531, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195602,    55, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195603,     0, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195604,  1030, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195605,  1730, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195606,  2348, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195607,  1275, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195608,  1861, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195609,  1619, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195610,   439, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195611,    34, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195612,     0, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195701,     0, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195702,   369, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195703,     5, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195704,   751, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195705,   266, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195706,  1504, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195707,  1177, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195708,  1039, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195709,  2162, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195710,   729, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195711,     0, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195712,     0, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195801,   950, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195803,     0, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195804,    93, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195805,   262, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195806,  1165, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195807,  1319, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195808,  2059, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195809,  3371, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195810,  1388, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195811,  1483, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195812,   338, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195901,   117, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195902,    30, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195903,     0, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195904,   792, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195905,   739, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195906,  2910, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195907,  1384, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195908,  2515, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195909,  1013, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195910,  1205, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195911,     0, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,195912,     0, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196001,    49, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196002,     0, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196003,    18, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196004,   126, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196005,   312, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196006,  1038, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196007,  2284, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196008,  1790, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196009,  1798, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196010,   983, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196011,   163, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196012,    21, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196101,   125, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196102,     0, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196103,    91, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196104,    86, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196105,   312, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196106,  1344, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196107,  1711, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196108,   794, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196109,  1911, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196110,   633, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196111,   534, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196112,   109, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196201,     0, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196202,     0, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196203,     0, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196204,   725, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196205,  1067, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196206,  1527, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196207,   590, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196208,  1288, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196209,  1480, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196210,  1053, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196211,   503, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196212,   107, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196301,     0, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196302,     0, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196303,    90, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196304,    55, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196305,   763, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196306,  1822, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196307,  2545, , ,D,042768
MXN00021035,                          "PUEBLA (DGE)",  19.0000,  -98.1833,  2121.7,196308,  2099, , ,D,042768
