Date,CFD,OB,PP
2021-10-08 00:00:00+00:00,-0.011353627334045786,-0.039116238371300405,0.00288729311893432
2021-10-09 00:00:00+00:00,0.041311483688886166,0.023582954702822345,0.018402544793849396
2021-10-10 00:00:00+00:00,0.010082951301384306,-0.024464307839003774,-0.0038772381304779113
2021-10-11 00:00:00+00:00,0.09827788257857617,-0.00909431395912419,0.049284332523278795
2021-10-12 00:00:00+00:00,-0.03755919176674797,0.01982714607350089,-0.024993071211663498
2021-10-13 00:00:00+00:00,-0.0006988484684156415,0.0022981291341135357,0.024291174686292605
2021-10-14 00:00:00+00:00,-0.0016359906798369952,-0.04358933087059391,-0.0009001403463243518
2021-10-15 00:00:00+00:00,0.12833217675625175,0.05970856559909676,0.07403023920627194
2021-10-16 00:00:00+00:00,-0.006103544890078413,0.019376751795425973,-0.011360117384943136
2021-10-17 00:00:00+00:00,0.021272059606014637,-0.011501785566760958,0.010784892822843561
2021-10-18 00:00:00+00:00,0.029437406302680845,0.013094809747474567,0.007373464719486966
2021-10-19 00:00:00+00:00,0.09028551951593955,0.02355449330132342,0.03604398684124499
2021-10-20 00:00:00+00:00,0.05723047726123648,0.06095586849912893,0.027308198578011478
2021-10-21 00:00:00+00:00,-0.12288431881730741,0.003994492014914863,-0.05697799914542867
2021-10-22 00:00:00+00:00,-0.04881851629503155,0.06798571604793424,-0.024387642938419662
2021-10-23 00:00:00+00:00,0.009896901127655091,-0.05563348925715306,0.01189586287665323
2021-10-24 00:00:00+00:00,-0.00438868241302027,0.011656931399247616,-0.007672937615087028
2021-10-25 00:00:00+00:00,0.0669727943630671,5.787148181046753e-05,0.034592604424538154
2021-10-26 00:00:00+00:00,-0.09820973826387408,0.03703734359753996,-0.04222566535083028
2021-10-27 00:00:00+00:00,-0.0782656270089873,-0.06835091520517234,-0.03132438625058176
2021-10-28 00:00:00+00:00,0.06577385639927875,0.021208544839810495,0.03705077491703945
2021-10-29 00:00:00+00:00,0.0887199328931719,0.0231938166555683,0.02655785815293532
2021-10-30 00:00:00+00:00,0.004149974107783637,0.009079121627946662,-0.005657354337733622
2021-10-31 00:00:00+00:00,-0.011045271972950639,0.009872726847107272,-0.009143575263869996
2021-11-01 00:00:00+00:00,-0.05458845029663844,-0.01034802156185588,-0.0049986355345306155
2021-11-02 00:00:00+00:00,0.08006963598417341,0.013248309411969084,0.036618164864938185
2021-11-03 00:00:00+00:00,-0.011449274292187162,0.01263724155882362,-0.0038949972547538403
2021-11-04 00:00:00+00:00,-0.07339533157457356,-0.03326586276828469,-0.02407248304227172
2021-11-05 00:00:00+00:00,0.033204599797400376,-0.027418555919768384,-0.0053305929008844455
2021-11-06 00:00:00+00:00,0.02181925435475717,0.016141423466321525,0.006553472668811233
2021-11-07 00:00:00+00:00,0.07432772678491342,0.012644815204794435,0.029179439535438334
2021-11-08 00:00:00+00:00,0.15341778779214688,0.0020919500945038028,0.06668486427507148
